"","x"
"1613","obsessive"
"1614","most_touching"
"1615","underrated_movie"
"1616","albert"
"1617","dated_but"
"1618","great_little"
"1619","in_brazil"
"1620","sings"
"1621","played_role"
"1622","exciting"
"1623","in_particular"
"1624","for_once"
"1625","passionate"
"1626","overall_great"
"1627","in_late"
"1628","summer"
"1629","tends"
"1630","contrasts"
"1631","certain"
"1632","just_enjoy"
"1633","gives_great"
"1634","treat_to"
"1635","very_unique"
"1636","germany"
"1637","of_career"
"1638","in_all"
"1639","works_very"
"1640","evolves"
"1641","smoothly"
"1642","ingenious"
"1643","wanting_more"
"1644","take_on"
"1645","facing"
"1646","also_loved"
"1647","juliette_binoche"
"1648","victor_mclaglen"
"1649","great_one"
"1650","than_just"
"1651","these_two"
"1652","very_first"
"1653","of_more"
"1654","proves"
"1655","engaged"
"1656","lived"
"1657","could_watch"
"1658","surprises"
"1659","glimpse"
"1660","sir"
"1661","dustin"
"1662","semitism"
"1663","deft"
"1664","draws_in"
"1665","just_amazing"
"1666","movie_8"
"1667","top_form"
"1668","knockout"
"1669","from"
"1670","jack"
"1671","long_but"
"1672","glad_did"
"1673","entertaining_movie"
"1674","very_effective"
"1675","evokes"
"1676","landmark"
"1677","story_great"
"1678","wwii"
"1679","absolute_must"
"1680","beautifully_done"
"1681","friendship_love"
"1682","with_father"
"1683","deal_of"
"1684","definitive"
"1685","insight_into"
"1686","plenty"
"1687","hope"
"1688","accurate"
"1689","1936"
"1690","life_for"
"1691","confidence"
"1692","destiny"
"1693","giallo"
"1694","makes_film"
"1695","alexander"
"1696","great_it's"
"1697","outstanding_performances"
"1698","can_feel"
"1699","march"
"1700","great_for"
"1701","daily"
"1702","in_today's"
"1703","seen_as"
"1704","john_garfield"
"1705","that_year"
"1706","lucky"
"1707","viewed"
"1708","robinson"
"1709","show_with"
"1710","tribute"
"1711","amazing_movie"
"1712","funniest_movies"
"1713","nominations"
"1714","great_storyline"
"1715","always_remember"
"1716","breath_away"
"1717","feeling_of"
"1718","never_lets"
"1719","no_nonsense"
"1720","uncompromising"
"1721","who_takes"
"1722","of_age"
"1723","unlike_most"
"1724","of_supporting"
"1725","in_later"
"1726","reflects"
"1727","what_like"
"1728","adjust"
"1729","to_love"
"1730","7.5_10"
"1731","miyazaki"
"1732","superb_performances"
"1733","minor"
"1734","south"
"1735","dvd_release"
"1736","actors_great"
"1737","balance_of"
"1738","off_each"
"1739","loved_that"
"1740","told_with"
"1741","that_loved"
"1742","from_childhood"
"1743","deserved_oscar"
"1744","hats_off"
"1745","journey_through"
"1746","more_films"
"1747","tribute_to"
"1748","excellent_cast"
"1749","special_mention"
"1750","anti_semitism"
"1751","film_in"
"1752","based_on"
"1753","must_watch"
"1754","as_both"
"1755","rose"
"1756","working"
"1757","life_as"
"1758","atmospheric"
"1759","film_as"
"1760","develops"
"1761","both_in"
"1762","academy_awards"
"1763","daniel"
"1764","betrayal"
"1765","u.s"
"1766","cope"
"1767","otto"
"1768","cultures"
"1769","absolutely_hilarious"
"1770","streep"
"1771","when"
"1772","terrific_in"
"1773","to_dismiss"
"1774","of_french"
"1775","plays_role"
"1776","rory"
"1777","real_people"
"1778","who_also"
"1779","hearts"
"1780","dealt"
"1781","individuals"
"1782","musicians"
"1783","america"
"1784","ward_bond"
"1785","truly_wonderful"
"1786","this_lovely"
"1787","also_like"
"1788","appearances"
"1789","sarandon"
"1790","sleeper"
"1791","this_definitely"
"1792","terms"
"1793","favorite_scene"
"1794","forms"
"1795","holly"
"1796","character_actors"
"1797","polished"
"1798","marvel"
"1799","to_new"
"1800","as_story"
"1801","de"
"1802","depicts"
"1803","to_fully"
"1804","work_in"
"1805","secrets"
"1806","focuses_on"
"1807","pleasure_of"
"1808","as_in"
"1809","oscar_nomination"
"1810","return_to"
"1811","until"
"1812","kurt_russell"
"1813","especially_liked"
"1814","worlds"
"1815","musician"
"1816","told"
"1817","beauty_in"
"1818","youth"
"1819","human_spirit"
"1820","memorable_as"
"1821","tire_of"
"1822","in_paris"
"1823","excellent_in"
"1824","more_so"
"1825","of_relationships"
"1826","performed"
"1827","very_fun"
"1828","players"
"1829","with_stunning"
"1830","win"
"1831","nowadays"
"1832","feelings_of"
"1833","treat_for"
"1834","cassavetes"
"1835","most_enjoyable"
"1836","weaves"
"1837","put_off"
"1838","husband"
"1839","story_very"
"1840","of_today's"
"1841","high_quality"
"1842","does_very"
"1843","film_with"
"1844","weaknesses"
"1845","by_young"
"1846","realities"
"1847","complaint_that"
"1848","sparkling"
"1849","show_great"
"1850","engrossed"
"1851","some_viewers"
"1852","atmosphere_that"
"1853","it's_perfect"
"1854","support_from"
"1855","1930"
"1856","greatest_of"
"1857","actors_excellent"
"1858","could_want"
"1859","nothing_short"
"1860","mclaglen"
"1861","affect"
"1862","hall"
"1863","judith"
"1864","see_in"
"1865","of_each"
"1866","job_with"
"1867","language"
"1868","hitchcock"
"1869","amazing_in"
"1870","dvd_so"
"1871","dealt_with"
"1872","shows_what"
"1873","edie"
"1874","interpretation"
"1875","united"
"1876","september"
"1877","10"
"1878","to_appreciate"
"1879","shown_on"
"1880","told_in"
"1881","to_experience"
"1882","appreciation"
"1883","romantic_comedies"
"1884","united_states"
"1885","not_about"
"1886","live_in"
"1887","beautifully_filmed"
"1888","should_definitely"
"1889","entertains"
"1890","rugged"
"1891","awareness_of"
"1892","fortunate_enough"
"1893","so_powerful"
"1894","steals_every"
"1895","sent"
"1896","be_available"
"1897","definitely_one"
"1898","official"
"1899","very_likable"
"1900","ward"
"1901","lends"
"1902","madness"
"1903","wartime"
"1904","be_released"
"1905","closer"
"1906","deal_with"
"1907","that_keeps"
"1908","complaints"
"1909","gently"
"1910","supporting_actor"
"1911","rules"
"1912","cast_superb"
"1913","enjoyed_every"
"1914","perfection_by"
"1915","fantastic_performances"
"1916","little_too"
"1917","hayworth"
"1918","handsome"
"1919","mood"
"1920","in_wonderful"
"1921","seeing_more"
"1922","absolutely_beautiful"
"1923","enjoyed_very"
"1924","back_then"
"1925","aired"
"1926","viewing_for"
"1927","worth_watch"
"1928","glued_to"
"1929","oscar_nominated"
"1930","personal_favorite"
"1931","as_strong"
"1932","isn't_for"
"1933","shorts"
"1934","at_age"
"1935","well_played"
"1936","lighthearted"
"1937","convincingly"
"1938","jeremy_northam"
"1939","blake"
"1940","movie_10"
"1941","benefits_from"
"1942","low_key"
"1943","father_son"
"1944","pathos"
"1945","kline"
"1946","admirably"
"1947","stands_as"
"1948","extremely_funny"
"1949","friendship_between"
"1950","from_war"
"1951","deserved"
"1952","shia"
"1953","lush"
"1954","covers"
"1955","capturing"
"1956","worked_well"
"1957","here_as"
"1958","this_day"
"1959","really_fun"
"1960","what_love"
"1961","kept_guessing"
"1962","performances_great"
"1963","this_terrific"
"1964","very_intriguing"
"1965","subtle_humor"
"1966","diesel"
"1967","if_don't"
"1968","features"
"1969","time_in"
"1970","time_favorites"
"1971","had_pleasure"
"1972","daring"
"1973","in_years"
"1974","pierre"
"1975","difficulties"
"1976","than_ever"
"1977","bette"
"1978","breath_of"
"1979","winning_performance"
"1980","with_subtle"
"1981","bill"
"1982","to_detail"
"1983","season_1"
"1984","family_life"
"1985","most_films"
"1986","binoche"
"1987","but_pleasantly"
"1988","excellent_direction"
"1989","film_perfectly"
"1990","for_years"
"1991","dirk"
"1992","classic_in"
"1993","enjoyed_film"
"1994","later_in"
"1995","seeks"
"1996","interplay"
"1997","side"
"1998","be_bit"
"1999","detective"
"2000","same_year"
"2001","as_very"
"2002","shine"
"2003","stage"
"2004","into_life"
"2005","love_or"
"2006","own_way"
"2007","soviet_union"
"2008","enhanced_by"
"2009","family_can"
"2010","great_especially"
"2011","richness"
"2012","pitch_perfect"
"2013","italy"
"2014","wish_there"
"2015","compositions"
"2016","do_great"
"2017","british_comedy"
"2018","hidden"
"2019","glad_that"
"2020","tends_to"
"2021","death"
"2022","of_honor"
"2023","not_easy"
"2024","affecting"
"2025","businessman"
"2026","comedies_of"
"2027","both_men"
"2028","although_not"
"2029","war_film"
"2030","different_in"
"2031","arthur_kennedy"
"2032","isn't_perfect"
"2033","never_forgotten"
"2034","superb_film"
"2035","1956"
"2036","absolutely_fantastic"
"2037","also_nice"
"2038","does_wonderful"
"2039","just_brilliant"
"2040","nice_to"
"2041","one_night"
"2042","of_hope"
"2043","mgm"
"2044","much_as"
"2045","nancy"
"2046","usual"
"2047","touched_by"
"2048","not_disappointed"
"2049","much_enjoyed"
"2050","brian_keith"
"2051","who_plays"
"2052","parents"
"2053","commitment"
"2054","fantastically"
"2055","year"
"2056","rouge"
"2057","of_crime"
"2058","than_any"
"2059","if_chance"
"2060","it's_must"
"2061","young_old"
"2062","struggle_of"
"2063","china"
"2064","remember_watching"
"2065","surprised_by"
"2066","very_original"
"2067","unpredictable"
"2068","what_to"
"2069","well_in"
"2070","big_screen"
"2071","of_better"
"2072","ruby"
"2073","but_loved"
"2074","nuances"
"2075","of_older"
"2076","surprisingly_well"
"2077","kelly's"
"2078","charles"
"2079","devotion_to"
"2080","let_yourself"
"2081","hayao"
"2082","paranoia"
"2083","eyes_off"
"2084","but_enjoyed"
"2085","sumptuous"
"2086","joan_cusack"
"2087","this_good"
"2088","everyone"
"2089","nostalgic"
"2090","realizes_that"
"2091","best_documentary"
"2092","blake_nelson"
"2093","cannot_wait"
"2094","film_fantastic"
"2095","rating_7"
"2096","simply_wonderful"
"2097","tim_blake"
"2098","touching_movie"
"2099","1947"
"2100","golden_globe"
"2101","parker"
"2102","michael"
"2103","everett"
"2104","subconscious"
"2105","known_as"
"2106","perfectly_with"
"2107","unlike_anything"
"2108","viewers"
"2109","reflection"
"2110","identify_with"
"2111","fresh_air"
"2112","funny_film"
"2113","well_deserved"
"2114","power"
"2115","since_first"
"2116","does_with"
"2117","marie"
"2118","character_driven"
"2119","but_wonderful"
"2120","perfectly_by"
"2121","stunning_performance"
"2122","trilogy"
"2123","several"
"2124","well_for"
"2125","peaceful"
"2126","clever"
"2127","time_of"
"2128","opinion"
"2129","packs"
"2130","paths"
"2131","in_portrayal"
"2132","of_twists"
"2133","small_but"
"2134","life_from"
"2135","very_happy"
"2136","not_miss"
"2137","espionage"
"2138","thriller_that"
"2139","discovered"
"2140","reminded"
"2141","castle"
"2142","smile"
"2143","intensity_of"
"2144","acceptance"
"2145","vance"
"2146","for_role"
"2147","with_plenty"
"2148","to_time"
"2149","celebration"
"2150","time_place"
"2151","completely_believable"
"2152","excellent_script"
"2153","powerful_as"
"2154","though"
"2155","best_director"
"2156","life_death"
"2157","into_lives"
"2158","not_disappoint"
"2159","story_unfolds"
"2160","contrast_between"
"2161","written_well"
"2162","dirty"
"2163","supporting_actress"
"2164","jean_peters"
"2165","of_late"
"2166","smith"
"2167","larger"
"2168","live_on"
"2169","as_does"
"2170","drama_of"
"2171","all_cast"
"2172","gives_film"
"2173","cope_with"
"2174","but_liked"
"2175","told_story"
"2176","pure"
"2177","when_released"
"2178","does_well"
"2179","cold"
"2180","unique_film"
"2181","done_great"
"2182","olympia"
"2183","sentimental"
"2184","to_those"
"2185","each_viewing"
"2186","mastery_of"
"2187","thelma_ritter"
"2188","jake_gyllenhaal"
"2189","short"
"2190","of_excellent"
"2191","with_sense"
"2192","great_character"
"2193","stirring"
"2194","complicated"
"2195","loved_movie"
"2196","well_put"
"2197","also_gives"
"2198","drawback"
"2199","action_packed"
"2200","touch_of"
"2201","arthur"
"2202","great_work"
"2203","as_sweet"
"2204","laugh_cry"
"2205","beautiful_music"
"2206","more_about"
"2207","ford's"
"2208","battle_of"
"2209","years_in"
"2210","life_love"
"2211","story_simple"
"2212","under_appreciated"
"2213","rainbow"
"2214","just_fun"
"2215","murder_case"
"2216","of_top"
"2217","midnight_cowboy"
"2218","challenges"
"2219","overall"
"2220","exquisitely"
"2221","form_as"
"2222","to_wonderful"
"2223","truly_amazing"
"2224","very_glad"
"2225","better_better"
"2226","episodes_on"
"2227","still_enjoyed"
"2228","joyous"
"2229","richardson"
"2230","graceful"
"2231","overall_good"
"2232","check_this"
"2233","glover"
"2234","simplicity_of"
"2235","surprised_with"
"2236","good_natured"
"2237","achieved"
"2238","seen_by"
"2239","beautiful_as"
"2240","cast_also"
"2241","this_game"
"2242","sailor"
"2243","mutual"
"2244","space_odyssey"
"2245","even_now"
"2246","shines_in"
"2247","layers_of"
"2248","whole_new"
"2249","impact_of"
"2250","in_small"
"2251","brother"
"2252","glad_to"
"2253","with_beautiful"
"2254","cooper"
"2255","of_true"
"2256","years_old"
"2257","1953"
"2258","northam"
"2259","this_true"
"2260","gave_7"
"2261","incredible_job"
"2262","of_paranoia"
"2263","tapestry"
"2264","john_mcintire"
"2265","inspirational"
"2266","alone_worth"
"2267","love_way"
"2268","no_punches"
"2269","spellbinding"
"2270","timing"
"2271","just_good"
"2272","maintained"
"2273","ford"
"2274","cinematography_by"
"2275","nice_little"
"2276","horrors_of"
"2277","dedication"
"2278","good_time"
"2279","cheadle"
"2280","douglas"
"2281","of_early"
"2282","different_characters"
"2283","little_known"
"2284","when_little"
"2285","love_stories"
"2286","peter_falk"
"2287","jean_simmons"
"2288","visit"
"2289","divine"
"2290","depicted"
"2291","casting_perfect"
"2292","gave_8"
"2293","perfect_acting"
"2294","recently_purchased"
"2295","without_flaws"
"2296","eye"
"2297","raines"
"2298","natured"
"2299","long_after"
"2300","kevin_kline"
"2301","rita_hayworth"
"2302","audiences"
"2303","if_love"
"2304","confident"
"2305","current"
"2306","will_not"
"2307","farley"
"2308","journey_to"
"2309","will_stay"
"2310","fast_pace"
"2311","best_comedy"
"2312","own_life"
"2313","packed_with"
"2314","to_come"
"2315","sight_gags"
"2316","chamberlain"
"2317","nyc"
"2318","recognized"
"2319","film_lot"
"2320","these_years"
"2321","love_love"
"2322","complexity"
"2323","checking_out"
"2324","celebrates"
"2325","splendidly"
"2326","melancholic"
"2327","eleanor_parker"
"2328","films_that"
"2329","images_of"
"2330","from_both"
"2331","everyday_life"
"2332","still_find"
"2333","friendly"
"2334","clarence"
"2335","similarities"
"2336","decade"
"2337","also_be"
"2338","eisenstein"
"2339","surface"
"2340","sky"
"2341","performing"
"2342","chief"
"2343","peters"
"2344","beautiful_cinematography"
"2345","rarity"
"2346","will_change"
"2347","mr"
"2348","desolate"
"2349","very_nicely"
"2350","tone"
"2351","touching_story"
"2352","very_intelligent"
"2353","favourite_of"
"2354","funny_sad"
"2355","daughters"
"2356","will_leave"
"2357","begins_to"
"2358","cynical"
"2359","clint_eastwood"
"2360","fans"
"2361","midnight"
"2362","masterson"
"2363","not_regret"
"2364","of_small"
"2365","sean_connery"
"2366","poignancy"
"2367","ambiguous"
"2368","may_be"
"2369","somewhat"
"2370","smile_on"
"2371","stanley"
"2372","diverse"
"2373","heart_breaking"
"2374","works_so"
"2375","keep_guessing"
"2376","wickedly"
"2377","sides_of"
"2378","desires"
"2379","loved_every"
"2380","movie_loved"
"2381","refreshingly"
"2382","basil_rathbone"
"2383","but_always"
"2384","with_strong"
"2385","pitt"
"2386","first_viewing"
"2387","best_show"
"2388","who_wants"
"2389","love_can"
"2390","matthau's"
"2391","greg_kinnear"
"2392","but_does"
"2393","long_time"
"2394","peak"
"2395","fate"
"2396","venice"
"2397","typical"
"2398","personally"
"2399","color"
"2400","married_to"
"2401","well_executed"
"2402","flaws"
"2403","documentaries"
"2404","set_against"
"2405","don_cheadle"
"2406","paramount"
"2407","life_not"
"2408","delighted"
"2409","perception"
"2410","liberty"
"2411","english"
"2412","careful"
"2413","information"
"2414","battle"
"2415","of_famous"
"2416","affected"
"2417","thrilling"
"2418","nuanced"
"2419","worth_checking"
"2420","perspective_of"
"2421","date"
"2422","movie_shows"
"2423","also_recommend"
"2424","amazing_story"
"2425","bravo_to"
"2426","finest_performance"
"2427","it's_excellent"
"2428","most_influential"
"2429","rating_9"
"2430","shared_with"
"2431","terrific_job"
"2432","music_fantastic"
"2433","especially_enjoyed"
